registrant_name,times_lobbied,avg_amount,total_amout,start_year,end_year,unique_years,policy_issue
UFS MANAGEMENT,1,0,0,2014,2014,1,biofuels
UNICA - BRAZILIAN SUGARCANE INDUSTRY ASSOCIATION,2,30000,60000,2013,2013,1,biofuels
"UNILEVER UNITED STATES, INC.",4,300000,1200000,2011,2013,3,biofuels
UNIVERSITY OF NORTHERN IOWA,4,20000,80000,2017,2018,2,biofuels
"VAN HEUVELEN STRATEGIES, LLC",32,0,0,2014,2021,7,biofuels
"VAN NESS FELDMAN, LLP",36,0,0,2010,2017,8,biofuels
VAN SCOYOC ASSOCIATES,28,0,0,2014,2020,7,biofuels
VIKKI COOPER & ASSOCIATES,1,0,0,2010,2010,1,biofuels
"VIRENT, INC.",3,33333.333333333336,100000,2010,2011,2,biofuels
VOLVO CAR CORPORATION,1,70000,70000,2011,2011,1,biofuels
"WASHINGTON ALLIANCE GROUP, INC.",3,0,0,2013,2014,2,biofuels
WASHINGTON STATE UNIVERSITY,18,69298.11111111111,1247366,2013,2021,6,biofuels
WAXMAN STRATEGIES,4,0,0,2016,2020,3,biofuels
WEYERHAEUSER COMPANY,21,746190.4761904762,15670000,2010,2012,3,biofuels
"WILLIAMS AND JENSEN, PLLC",38,0,0,2010,2018,9,biofuels
WILLIAMSON LAW + POLICY PLLC,1,0,0,2021,2021,1,biofuels
"WINN STRATEGIES, LLC",14,0,0,2012,2016,5,biofuels
WINNING STRATEGIES WASHINGTON,2,0,0,2010,2011,2,biofuels
"38 NORTH SOLUTIONS, LLC",17,0,0,2015,2018,4,renewable_energy
3M COMPANY,31,1091928.6129032257,33849787,2010,2017,8,renewable_energy
60 PLUS ASSOCIATION,3,32333.333333333332,97000,2016,2016,1,renewable_energy
"ABB, INC.",3,80000,240000,2015,2015,1,renewable_energy
ABENGOA SOLAR LLC,21,66666.66666666667,1400000,2012,2015,4,renewable_energy
ACTE,2,60000,120000,2013,2017,2,renewable_energy
ADAGE LLC,2,35000,70000,2010,2011,2,renewable_energy
ADOBE INC,3,376666.6666666667,1130000,2021,2021,1,renewable_energy
ADROIT ADVOCACY LLC,1,0,0,2012,2012,1,renewable_energy
ADVANCED ENERGY ECONOMY,3,4100,12300,2010,2013,3,renewable_energy
AECOM,3,200000,600000,2021,2021,1,renewable_energy
AFL-CIO,1,660000,660000,2009,2009,1,renewable_energy
"AIR-CONDITIONING, HEATING, AND REFRIGERATION INSTITUTE",5,277106,1385530,2018,2019,2,renewable_energy
"AIRBUS AMERICAS, INC",1,530000,530000,2021,2021,1,renewable_energy
"AJW, INC.",1,0,0,2015,2015,1,renewable_energy
AKIN GUMP STRAUSS HAUER & FELD,1,0,0,2021,2021,1,renewable_energy
ALABAMA FARMERS FEDERATION,1,55300,55300,2012,2012,1,renewable_energy
ALCALDE & FAY,42,0,0,2010,2014,5,renewable_energy
"ALEXANDER J. BECKLES, L.L.C.",2,0,0,2010,2011,2,renewable_energy
"ALLETE, INC",32,48406.25,1549000,2010,2018,9,renewable_energy
ALLIANCE FOR AUTOMOTIVE INNOVATION,3,1162231.6666666667,3486695,2021,2021,1,renewable_energy
ALLIANCE ONE,11,0,0,2012,2021,5,renewable_energy
ALLIANCE TO SAVE ENERGY,2,0,0,2015,2015,1,renewable_energy
ALLIANT ENERGY CORPORATION,8,173250,1386000,2019,2021,3,renewable_energy
"ALPHA NATURAL RESOURCES, INC.",26,316248.3515384615,8222457.14,2010,2016,7,renewable_energy
"ALPINE GROUP PARTNERS, LLC.",72,0,0,2010,2021,11,renewable_energy
ALSTOM TRANSPORTATION INC.,24,14898835.666666666,357572056,2010,2015,6,renewable_energy
ALSTON & BIRD LLP,1,0,0,2009,2009,1,renewable_energy
ALTERNATIVE FUELS & CHEMICALS COALITION,10,5184,51840,2019,2021,3,renewable_energy
ALTRIA CLIENT SERVICES LLC,1,3090000,3090000,2020,2020,1,renewable_energy
AMAZON.COM SERVICES LLC,16,3346250,53540000,2015,2021,6,renewable_energy
AMEREN SERVICES,6,386666.6666666667,2320000,2011,2020,3,renewable_energy
AMERESCO,18,108888.88888888889,1960000,2012,2021,7,renewable_energy
AMERICA'S POWER,1,973133,973133,2010,2010,1,renewable_energy
AMERICAN BIRD CONSERVANCY,9,17096.555555555555,153869,2020,2021,2,renewable_energy
AMERICAN BUREAU OF SHIPPING,8,60000,480000,2013,2014,2,renewable_energy
AMERICAN CAPITOL GROUP,11,0,0,2010,2012,3,renewable_energy
AMERICAN CHEMISTRY COUNCIL,8,2951837.875,23614703,2013,2014,2,renewable_energy
AMERICAN CLEAN POWER ASSOCIATION,25,362413.0356,9060325.89,2011,2020,7,renewable_energy
"AMERICAN COLLEGE OF PHYSICIAN SERVICES, INC.",5,284401.8,1422009,2019,2020,2,renewable_energy
AMERICAN COLLEGE OF PHYSICIANS,5,94767.8,473839,2019,2020,2,renewable_energy
AMERICAN COMPOSITES MANUFACTURERS ASSOCIATION,1,9743,9743,2013,2013,1,renewable_energy
AMERICAN CONSERVATIVE UNION,1,10000,10000,2016,2016,1,renewable_energy
"AMERICAN ELECTRIC POWER COMPANY, INC. AND AFFILIATED CORPORATIONS",14,1896552.867142857,26551740.14,2010,2021,5,renewable_energy
AMERICAN EXPLORATION & MINING ASSOCIATION,1,20000,20000,2011,2011,1,renewable_energy
AMERICAN FARM BUREAU FED,41,757345.9268292683,31051183,2011,2021,10,renewable_energy
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",1,530000,530000,2020,2020,1,renewable_energy
AMERICAN FOREST & PAPER ASSOCIATION,1,650000,650000,2010,2010,1,renewable_energy
AMERICAN FOREST FOUNDATION,5,0,0,2011,2014,3,renewable_energy
"AMERICAN HONDA MOTOR CO., INC. (FORMERLY HONDA NORTH AMERICA)",6,653806.99,3922841.94,2016,2020,3,renewable_energy
AMERICAN IRON AND STEEL INSTITUTE,1,250484,250484,2012,2012,1,renewable_energy
AMERICAN LUNG ASSOCIATION,12,50833.333333333336,610000,2013,2021,5,renewable_energy
AMERICAN MARITIME OFFICERS,1,60000,60000,2012,2012,1,renewable_energy
AMERICAN MOTORCYCLIST ASSOCIATION,6,214250,1285500,2018,2019,2,renewable_energy
AMERICAN PHYSICAL SOCIETY,10,128000,1280000,2010,2013,4,renewable_energy
AMERICAN PUBLIC POWER ASSOCIATION,33,193814.9090909091,6395892,2008,2021,11,renewable_energy
AMERICAN RIVERS,17,31399.692352941176,533794.77,2010,2014,5,renewable_energy
AMERICAN SUGARBEET GROWERS ASSOCIATION,1,130000,130000,2017,2017,1,renewable_energy
AMERICANS FOR TAX REFORM,4,62500,250000,2019,2021,2,renewable_energy
ANDREW ROBART,1,0,0,2010,2010,1,renewable_energy
"ANNDYL POLICY GROUP, LLC",1,0,0,2011,2011,1,renewable_energy
APCO WORLDWIDE LLC,15,0,0,2010,2017,5,renewable_energy
"APEX CLEAN ENERGY, INC",14,50816.92857142857,711437,2017,2020,4,renewable_energy
"APPO-G, LLC",1,0,0,2011,2011,1,renewable_energy
"APTIV, PLC",18,116190,2091420,2010,2014,5,renewable_energy
ARCELORMITTAL NORTH AMERICA HOLDINGS LLC AND ITS US SUBSIDIARIES,3,446666.6666666667,1340000,2015,2015,1,renewable_energy
ARCHER DANIELS MIDLAND COMPANY,46,440869.5652173913,20280000,2010,2021,12,renewable_energy
ARENTFOX SCHIFF LLP,32,0,0,2012,2021,8,renewable_energy
ARIZONA STATE UNIVERSITY,12,34166.666666666664,410000,2012,2014,3,renewable_energy
ARKANSAS FARM BUREAU FEDERATION,1,80000,80000,2008,2008,1,renewable_energy
ARKEMA INC.,32,165562.5,5298000,2011,2017,7,renewable_energy
ASHCROFT GROUP,2,0,0,2012,2012,1,renewable_energy
ASSOCIATION OF CALIFORNIA WATER AGENCIES,1,105000,105000,2010,2010,1,renewable_energy
ASSOCIATION OF EQUIPMENT MANUFACTURERS,30,681248.6666666666,20437460,2010,2018,9,renewable_energy
ATC MANAGEMENT INC.,3,56666.666666666664,170000,2011,2011,1,renewable_energy
"AUSTIN ENERGY/CITY OF AUSTIN, TEXAS",11,45472.72727272727,500200,2010,2013,4,renewable_energy
"AVANGRID, INC.",45,149055.55555555556,6707500,2010,2021,11,renewable_energy
AVENUE SOLUTIONS,1,0,0,2012,2012,1,renewable_energy
BABCOCK & WILCOX ENTERPRISES INC.,1,30000,30000,2016,2016,1,renewable_energy
BACKCOUNTRY HUNTERS & ANGLERS,16,5277.875,84446,2018,2021,4,renewable_energy
BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ /THE DASCHLE GROUP,7,0,0,2020,2021,2,renewable_energy
"BALCH & BINGHAM, LLP",14,0,0,2014,2016,3,renewable_energy
BALL JANIK LLP,54,0,0,2010,2013,4,renewable_energy
BALLARD PARTNERS,8,0,0,2018,2019,2,renewable_energy
BANK OF AMERICA CORPORATION,6,500000,3000000,2010,2021,4,renewable_energy
BANK POLICY INSTITUTE,14,1838571.4285714286,25740000,2010,2013,4,renewable_energy
"BANNER PUBLIC AFFAIRS, LLC",10,0,0,2016,2017,2,renewable_energy
"BARNES & THORNBURG, LLP",9,0,0,2010,2014,3,renewable_energy
BATTELLE MEMORIAL INSTITUTE,28,247064.2857142857,6917800,2014,2021,8,renewable_energy
"BAY BRIDGE STRATEGIES, INC.",3,0,0,2021,2021,1,renewable_energy
BAYER CORPORATION (CONSOLIDATED REPORT),8,1391290.125,11130321,2011,2012,2,renewable_energy
"BECHTEL NATIONAL, INC",1,60000,60000,2010,2010,1,renewable_energy
"BECKER & POLIAKOFF, P.A.",14,0,0,2011,2021,3,renewable_energy
BERKSHIRE HATHAWAY ENERGY (FORMERLY MIDAMERICAN ENERGY HOLDINGS COMPANY),36,305823.1111111111,11009632,2012,2021,8,renewable_energy
BIOCOM,2,42905.5,85811,2012,2013,2,renewable_energy
BIOTECHNOLOGY INNOVATION ORGANIZATION,5,3018000,15090000,2010,2020,2,renewable_energy
BIPARTISAN POLICY CENTER ACTION,10,541000,5410000,2019,2021,3,renewable_energy
"BIRCH, HORTON, BITTNER & CHEROT",11,0,0,2018,2020,3,renewable_energy
BLACK & VEATCH,1,60000,60000,2020,2020,1,renewable_energy
BLACK HILLS CORPORATION,30,36666.666666666664,1100000,2012,2021,8,renewable_energy
BLANK ROME GOVERNMENT RELATIONS,49,0,0,2010,2021,6,renewable_energy
BLOOM ENERGY,6,120000,720000,2019,2020,2,renewable_energy
BLUE GREEN ALLIANCE,11,62727.27272727273,690000,2014,2021,3,renewable_energy
BLUE TUSK COMMUNICATIONS,1,0,0,2011,2011,1,renewable_energy
BLUEWATER STRATEGIES,23,0,0,2010,2014,5,renewable_energy
BOARD OF REGENTS OF UNIVERSITY OF WISCONSIN SYSTEM,1,45000,45000,2014,2014,1,renewable_energy
"BOCKORNY GROUP, INC.",9,0,0,2010,2014,3,renewable_energy
BOEING COMPANY,22,3693000,81246000,2010,2021,7,renewable_energy
BORSKI ASSOCIATES,1,0,0,2012,2012,1,renewable_energy
BOUNDARY STONE PARTNERS,8,0,0,2020,2021,2,renewable_energy
"BP AMERICA, INC",5,1266000,6330000,2012,2021,2,renewable_energy
BRACEWELL LLP,17,0,0,2010,2021,5,renewable_energy
BRADLEY ARANT BOULT CUMMINGS LLP,11,0,0,2017,2019,3,renewable_energy
BRANDON AUDAP,2,0,0,2020,2020,1,renewable_energy
"BREAKTHROUGH ENERGY, LLC",1,230000,230000,2021,2021,1,renewable_energy
"BRIGHTSOURCE ENERGY, INC.",7,57142.857142857145,400000,2010,2012,3,renewable_energy
"BROADWATER INTERNATIONAL, INC.",8,0,0,2020,2021,2,renewable_energy
BROOKFIELD POWER US ASSET MANAGEMENT LLC,3,80000,240000,2011,2020,2,renewable_energy
BROOKFIELD RENEWABLE,1,0,0,2017,2017,1,renewable_energy
BROOKFIELD RENEWABLE ENERGY MARKETING US LLC,8,27500,220000,2019,2019,1,renewable_energy
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",32,0,0,2010,2021,6,renewable_energy
"BUILDING AND CONSTRUCTION TRADES DEPT., AFL-CIO",7,202857.14285714287,1420000,2019,2021,3,renewable_energy
"BUNGE NORTH AMERICA, INC",3,161666.66666666666,485000,2010,2011,2,renewable_energy
BUSINESS COUNCIL FOR SUSTAINABLE ENERGY,26,34390.72461538461,894158.84,2013,2020,7,renewable_energy
BUSINESS GOVERNMENT SOLUTIONS,3,0,0,2020,2020,1,renewable_energy
BUTZEL LONG TIGHE PATTON PLLC,8,0,0,2012,2013,2,renewable_energy
"BWX TECHNOLOGIES, INC.",18,344444.44444444444,6200000,2011,2015,5,renewable_energy
C. ANNAND LLC,11,0,0,2016,2018,3,renewable_energy
CALIFORNIA INDEPENDENT SYSTEM OPERATOR,2,0,0,2010,2011,2,renewable_energy
CALPINE CORPORATION,51,634607.8431372549,32365000,2010,2020,11,renewable_energy
CAPITAL TECHNOLOGY GROUP,6,0,0,2011,2012,2,renewable_energy
"CAPITOL CITY GROUP, LTD.",74,0,0,2010,2021,12,renewable_energy
CAPITOL COUNSEL LLC,27,0,0,2011,2021,5,renewable_energy
"CAPITOL DECISIONS, INC.",7,0,0,2010,2011,2,renewable_energy
CAPITOL HILL CONSULTING GROUP,28,0,0,2010,2019,7,renewable_energy
"CAPITOL HILL STRATEGIES,  LLC",10,0,0,2017,2019,3,renewable_energy
"CAPITOL PARTNERS, INC.",1,0,0,2011,2011,1,renewable_energy
CAPITOL SOLUTIONS,3,0,0,2010,2010,1,renewable_energy
"CAPITOL TAX PARTNERS, LLP",171,0,0,2010,2021,8,renewable_energy
"CAPITOLINE CONSULTING, LLC",4,0,0,2012,2012,1,renewable_energy
CAPITOLOGIC LLC,22,0,0,2010,2016,7,renewable_energy
CAPSTONE NATIONAL PARTNERS,1,0,0,2014,2014,1,renewable_energy
CARBONLEAF LLC,4,0,0,2011,2014,3,renewable_energy
"CARDENAS PARTNERS, LLC",1,0,0,2010,2010,1,renewable_energy
"CARDINAL POINT PARTNERS, LLC",14,0,0,2015,2018,4,renewable_energy
"CARGILL, INC.",9,297777.77777777775,2680000,2015,2016,2,renewable_energy
"CARMEN GUZMAN, LLC",3,0,0,2021,2021,1,renewable_energy
CARNEGIE MELLON UNIVERSITY,1,90000,90000,2013,2013,1,renewable_energy
CARTERMCCLEAN LLC,2,0,0,2012,2012,1,renewable_energy
CASCADE ASSOCIATES,36,0,0,2015,2021,5,renewable_energy
CASE WESTERN RESERVE UNIVERSITY,12,113333.33333333333,1360000,2008,2021,4,renewable_energy
"CASSIDY & ASSOCIATES, INC.",115,0,0,2010,2021,12,renewable_energy
"CAVAROCCHI RUSCIO DENNIS ASSOCIATES, L.L.C.",28,0,0,2012,2020,9,renewable_energy
CDB PROJX LLC,5,0,0,2016,2016,1,renewable_energy
CENTER FOR AMERICAN PROGRESS ACTION FUND,1,48000,48000,2011,2011,1,renewable_energy
CENTER FOR BIOLOGICAL DIVERSITY,2,20883,41766,2021,2021,1,renewable_energy
CENTER FOR INDIVIDUAL FREEDOM,3,10000,30000,2012,2020,3,renewable_energy
CENTERPOINT ENERGY,14,54285.71428571428,760000,2010,2021,6,renewable_energy
"CENTERPOINT ENERGY, INC.",18,511457.05555555556,9206227,2011,2014,4,renewable_energy
"CERES, INC.",13,25384.615384615383,330000,2010,2021,5,renewable_energy
CFM STRATEGIC COMMUNICATIONS (CONKLING FISKUM & MCCORMICK),15,0,0,2012,2015,4,renewable_energy
"CHAD BRADLEY& ASSOCIATES, L.L.C.",2,0,0,2012,2012,1,renewable_energy
CHAMBER OF COMMERCE OF THE U.S.A.,10,16110000,161100000,2011,2020,4,renewable_energy
"CHAMBERS, CONLON & HARTWELL, LLC",25,0,0,2010,2014,5,renewable_energy
"CHAPMAN CAPITOL CONSULTING, INC.",9,0,0,2010,2012,3,renewable_energy
CHARLES ESTES,2,0,0,2011,2011,1,renewable_energy
CHEVRON U.S.A. INC.,11,2474545.4545454546,27220000,2010,2021,4,renewable_energy
CHICAGO BRIDGE & IRON COMPANY N.V.,2,410000,820000,2010,2012,2,renewable_energy
"CISCO SYSTEMS, INC",1,730000,730000,2014,2014,1,renewable_energy
"CITIZENS FOR RESPONSIBLE ENERGY SOLUTIONS, INC.",4,375000,1500000,2019,2020,2,renewable_energy
"CJ LAKE, LLC",2,0,0,2010,2011,2,renewable_energy
"CLARK HILL, PLC",3,0,0,2021,2021,1,renewable_energy
"CLEAVES BIOMASS SERVICES, LLC",23,0,0,2010,2018,7,renewable_energy
CLEMSON UNIVERSITY,1,65976.32,65976.32,2011,2011,1,renewable_energy
CML CONSULTING SERVICES INC. (FORMERLY L.A. SKIP BAFALIS),6,0,0,2010,2011,2,renewable_energy
CMS ENERGY CORP,39,322846.1538461539,12591000,2008,2021,12,renewable_energy
COHNREZNICK LLP,2,100000,200000,2018,2018,1,renewable_energy
COLORADO SPRINGS UTILITIES,2,20000,40000,2021,2021,1,renewable_energy
"COMBEST, SELL & ASSOCIATES, LLC",1,0,0,2010,2010,1,renewable_energy
COMPUTING TECHNOLOGY INDUSTRY ASSOCIATION (COMPTIA),1,240000,240000,2019,2019,1,renewable_energy
"CONGRESSIONAL SOLUTIONS, INC (CSI)",4,0,0,2010,2012,3,renewable_energy
CONNECTICUT BOARD OF REGENTS FOR HIGHER EDUCATION,3,37000,111000,2010,2011,2,renewable_energy
CONOCOPHILLIPS,4,987163.25,3948653,2013,2021,2,renewable_energy
"CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.",4,180250,721000,2011,2021,3,renewable_energy
CONSTELLATION ENERGY GROUP,4,820000,3280000,2011,2012,2,renewable_energy
"CONSUMER REPORTS, INC. (F.K.A. CONSUMERS UNION OF UNITED STATES, INC.)",2,45000,90000,2010,2011,2,renewable_energy
"CONTINENTAL AUTOMOTIVE SYSTEMS, INC.",1,230000,230000,2012,2012,1,renewable_energy
"CONTURA ENERGY, INC.",14,126428.57142857143,1770000,2016,2019,4,renewable_energy
CORDONE CONSULTING LLC,1,0,0,2021,2021,1,renewable_energy
CORNELL UNIVERSITY,1,100000,100000,2016,2016,1,renewable_energy
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",9,0,0,2010,2021,5,renewable_energy
CORTEVA AGRISCIENCE LLC (FKA E.I. DU PONT DE NEMOURS AND COMPANY),40,1556538.25,62261530,2011,2019,9,renewable_energy
COUNCIL OF INDUSTRIAL BOILER OWNERS,9,8333.333333333334,75000,2016,2018,2,renewable_energy
COVANTA ENERGY LLC,44,196363.63636363635,8640000,2010,2021,12,renewable_energy
COVINGTON & BURLING LLP,14,0,0,2014,2021,5,renewable_energy
COX ENTERPRISES INC.,2,955000,1910000,2021,2021,1,renewable_energy
"CROSSROADS STRATEGIES, LLC",29,0,0,2013,2020,7,renewable_energy
CROWELL & MORING LLP,3,0,0,2010,2011,2,renewable_energy
"CUMMINS, INC.",1,477300,477300,2010,2010,1,renewable_energy
"CYPRESS ADVOCACY, LLC",5,0,0,2017,2018,2,renewable_energy
DALEY POLICY GROUP,1,0,0,2012,2012,1,renewable_energy
DANFOSS INC.,5,19749.8,98749,2012,2013,2,renewable_energy
DANIEL S. LEFEVERS DBA DAVID AND GRACE ASSOCIATES,1,0,0,2014,2014,1,renewable_energy
"DAVID GARDINER & ASSOCIATES, LLC",6,0,0,2010,2011,2,renewable_energy
"DAVID L. HORNE, LLC",3,0,0,2013,2013,1,renewable_energy
"DECKER GARMAN SULLIVAN AND ASSOCIATES, LLC",1,0,0,2015,2015,1,renewable_energy
DEFENDERS OF WILDLIFE,24,92262.5,2214300,2010,2021,9,renewable_energy
DELL TECHNOLOGIES INC.,3,1090000,3270000,2021,2021,1,renewable_energy
DENNY MILLER ASSOCIATES,5,0,0,2009,2011,3,renewable_energy
DENTONS US LLP,42,0,0,2011,2021,9,renewable_energy
DICKSTEIN SHAPIRO LLP,17,0,0,2011,2014,4,renewable_energy
"DISTRICT STRATEGIES, LLC",31,0,0,2008,2019,9,renewable_energy
DLA PIPER LLP (US),18,0,0,2010,2014,5,renewable_energy
DNV GL USA INC.,5,86054.516,430272.57999999996,2012,2020,4,renewable_energy
"DOMER CONSULTING, LLC",5,0,0,2019,2019,1,renewable_energy
"DOMINION ENERGY, INC.",15,495333.3333333333,7430000,2010,2014,4,renewable_energy
"DOTCHIN & ASSOCIATES, LLC",4,0,0,2020,2020,1,renewable_energy
DOW LOHNES GOVERNMENT STRATEGIES LLC,43,0,0,2010,2013,4,renewable_energy
DTE ENERGY,17,204117.64705882352,3470000,2010,2021,6,renewable_energy
DUANE MORRIS GOVERNMENT AFFAIRS,1,0,0,2010,2010,1,renewable_energy
DUKE ENERGY CORPORATION,35,1455991.8,50959713,2010,2021,10,renewable_energy
DUNCAN WEINBERG GENZER & PEMBROKE PC,1,0,0,2010,2010,1,renewable_energy
"DUPONT DE NEMOURS, INC.",12,345000,4140000,2019,2020,2,renewable_energy
"DUTKO WORLDWIDE, LLC",8,0,0,2010,2021,3,renewable_energy
DYKEMA GOSSETT PLLC,5,0,0,2013,2014,2,renewable_energy
"DYNAMIC CHANGE GROUP, LLC",24,0,0,2013,2021,7,renewable_energy
"E2 STRATEGIES, LLC",8,0,0,2015,2021,3,renewable_energy
EARTHJUSTICE,10,181506.614,1815066.14,2010,2021,4,renewable_energy
EASTMAN CHEMICAL COMPANY,1,460000,460000,2011,2011,1,renewable_energy
EATON CORPORATION,46,256928.21739130435,11818698,2010,2021,12,renewable_energy
ECONOMIC POLICY STRATEGIES,1,0,0,2019,2019,1,renewable_energy
EDF INC.,13,384.61538461538464,5000,2014,2017,4,renewable_energy
EDISON ELECTRIC INSTITUTE,34,2478140.411764706,84256774,2010,2021,10,renewable_energy
EDISON INTERNATIONAL,6,434666.6666666667,2608000,2010,2015,5,renewable_energy
ELECTRIC POWER SUPPLY ASSOCIATION,1,150000,150000,2010,2010,1,renewable_energy
"ELECTRIFY AMERICA, LLC",4,17500,70000,2019,2020,2,renewable_energy
ELMWOOD STRATEGIES,1,0,0,2010,2010,1,renewable_energy
"EMMER CONSULTING, INC. (FORMERLY KNOWN AS EMMER CONSULTING, P.C.)",21,0,0,2010,2021,7,renewable_energy
EMPIRE DISTRICT ELECTRIC COMPANY,2,21600,43200,2008,2009,2,renewable_energy
ENBRIDGE (U.S.) INC,1,470000,470000,2021,2021,1,renewable_energy
"ENEL NORTH AMERICA, INC. AND ITS AFFILIATES",49,37995.09428571429,1861759.62,2009,2021,13,renewable_energy
"ENERGY SYSTEMS GROUP, LLC",4,2500,10000,2013,2014,2,renewable_energy
"ENGAGE, LLC",4,0,0,2017,2017,1,renewable_energy
"ENGIE NORTH AMERICA, INC.",4,45000,180000,2018,2020,2,renewable_energy
"ENS RESOURCES, INC.",7,0,0,2013,2015,3,renewable_energy
"ENTERGY SERVICES, LLC",19,608947.3684210526,11570000,2010,2021,8,renewable_energy
"ENVIRONMENT AMERICA, INC.",10,44323.467,443234.67,2010,2018,8,renewable_energy
ENVIRONMENTAL DEFENSE ACTION FUND,3,194861.33333333334,584584,2020,2021,2,renewable_energy
ENVIRONMENTAL LAW AND POLICY CENTER,4,2500,10000,2011,2014,3,renewable_energy
ENVIRONMENTAL WORKING GROUP,1,82219.53,82219.53,2012,2012,1,renewable_energy
ENVIVA INC. (FKA ENVIVA HOLDINGS LP),10,110000,1100000,2019,2021,3,renewable_energy
EQUIPMENT LEASING AND FINANCE ASSOCIATION,11,98181.81818181818,1080000,2011,2015,3,renewable_energy
ERNST & YOUNG LLP (WASHINGTON COUNCIL ERNST & YOUNG),12,0,0,2010,2021,6,renewable_energy
"ERVIN GRAVES STRATEGY GROUP, LLC",13,0,0,2013,2016,4,renewable_energy
"ESP ADVISORS, LLC",6,0,0,2021,2021,1,renewable_energy
EVERSOURCE ENERGY SERVICE COMPANY,7,194285.7142857143,1360000,2010,2021,6,renewable_energy
"EXELON BUSINESS SERVICES, LLC",34,1331928.7794117648,45285578.5,2010,2021,10,renewable_energy
EXXON MOBIL CORP,16,3018125,48290000,2010,2020,7,renewable_energy
"F/S CAPITOL CONSULTING, LLC",9,0,0,2010,2012,3,renewable_energy
FAEGRE BAKER DANIELS CONSULTING,2,0,0,2008,2008,1,renewable_energy
FAEGRE DRINKER BIDDLE & REATH LLP,1,0,0,2009,2009,1,renewable_energy
FARMERS EDUCATIONAL COOPERATIVE UNION OF AMERICA,50,38520,1926000,2010,2021,12,renewable_energy
FARRAGUT PARTNERS LLP,13,0,0,2016,2018,3,renewable_energy
FBB FEDERAL RELATIONS,3,0,0,2018,2021,2,renewable_energy
"FDJ SOLUTIONS, LLC",16,0,0,2019,2021,3,renewable_energy
"FEDERAL ADVOCATES, INC.",1,0,0,2013,2013,1,renewable_energy
FEDERAL AGRICULTURAL MORTGAGE CORPORATION,4,30000,120000,2019,2021,2,renewable_energy
FEDERAL SCIENCE PARTNERS LLC,15,0,0,2014,2018,5,renewable_energy
"FERGUSON STRATEGIES, LLC",2,0,0,2011,2011,1,renewable_energy
FIERCE GOVERNMENT RELATIONS,1,0,0,2019,2019,1,renewable_energy
"FIERCE, ISAKOWITZ & BLALOCK",4,0,0,2010,2011,2,renewable_energy
"FIRST SOLAR, INC.",11,140454.54545454544,1545000,2010,2016,6,renewable_energy
FIRSTENERGY CORP,23,552283.56,12702521.88,2010,2021,7,renewable_energy
FLORIDA FARM BUREAU FEDERATION,1,25000,25000,2011,2011,1,renewable_energy
"FLYNN & ASSOCIATES, INC.",5,0,0,2010,2011,2,renewable_energy
FOOD & WATER WATCH,3,0,0,2017,2019,2,renewable_energy
FORBES-TATE,6,0,0,2019,2020,2,renewable_energy
FORD MOTOR COMPANY,12,1689750,20277000,2011,2012,2,renewable_energy
FOSTER GARVEY (FORMERLY GARVEY SCHUBERT BARER),11,0,0,2010,2017,4,renewable_energy
"FRAMATOME, INC. (FORMELY KNOWN AS AREVA, INC.)",2,190000,380000,2012,2012,1,renewable_energy
"FRANCO GOVERNMENT RELATIONS, INC.",10,0,0,2010,2012,3,renewable_energy
"FRANKLIN SQUARE GROUP, LLC",12,0,0,2011,2018,4,renewable_energy
"FRANZ CONSULTING, LLC",8,0,0,2015,2016,2,renewable_energy
"FREEDOMWORKS, INC.",1,240000,240000,2019,2019,1,renewable_energy
FREEMYER & ASSOCIATES P.C.,6,0,0,2010,2011,2,renewable_energy
FRIENDS COMMITTEE ON NATIONAL LEGISLATION,10,871794.8,8717948,2012,2021,4,renewable_energy
FRIENDS OF THE EARTH,4,23770.25,95081,2014,2015,2,renewable_energy
FTI GOVERNMENT AFFAIRS,9,0,0,2021,2021,1,renewable_energy
FUEL CELL AND HYDROGEN ENERGY ASSOCIATION,11,11681.818181818182,128500,2011,2021,4,renewable_energy
GAP INC.,10,252150,2521500,2019,2021,3,renewable_energy
GARDINER POLICY GROUP,3,0,0,2021,2021,1,renewable_energy
GAS TECHNOLOGY INSTITUTE,8,57500,460000,2015,2016,2,renewable_energy
"GDF SUEZ ENERGY NORTH AMERICA, INC.",9,100000,900000,2010,2016,3,renewable_energy
GDS STRATEGIES LLC,5,0,0,2012,2012,1,renewable_energy
GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES),68,2821500,191862000,2010,2021,12,renewable_energy
GEPHARDT GROUP GOVERNMENT AFFAIRS,9,0,0,2010,2012,3,renewable_energy
GOOGLE CLIENT SERVICES LLC,8,2935000,23480000,2010,2013,4,renewable_energy
GORDON THOMAS HONEYWELL GOVERNMENTAL AFFAIRS,31,0,0,2011,2018,8,renewable_energy
"GOVERNMENTAL STRATEGIES, INC.",1,0,0,2014,2014,1,renewable_energy
GRANT CONSULTING GROUP,10,0,0,2010,2012,3,renewable_energy
